500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
1000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
1250,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
1500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
1750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
2000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
2250,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
2500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
2750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
3000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
3250,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
3500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
3750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
4000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
4250,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
4500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
4750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
5000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
5250,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
5500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
5750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
6000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
6250,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
6500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
6750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
7000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
7250,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
7500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
7750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
8000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
8250,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
8500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
8500,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
8750,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
9000,14.7,14,13.5,13.2,13,12.8,12.3,11.7,11.4,11.2,11.2
